Comment,giaodien,manhinh,amthanh,tinhnang,dichvu,giaca,tongthe
Tại sao mua ngoài tiệm 11tr8 mà trêb này giá lại khác ạ,2,2,2,2,2,0,2
Nhân viên tư vấn không rõ ràng . Tôi mua giá 11 triệu 8 . Trong khi giá ở đây chỉ có 10 triệu 2 . Mới mua ngày 11 tháng 12 năm 2023 .,2,2,2,2,0,0,2
Sản phẩm dùng rất tốt,2,2,2,2,2,2,1
chuột rấ nhạy,2,2,2,2,2,2,2
Loa to hình ảnh sắc nét .,2,1,1,2,2,2,2
Khoảng cách giữa Panl giữ màn và màn hình quá rộng. Màn lỏng lẻo. Thua xa so với các hãng khác cùng giá tiền.muốn đổi sang hãng khác.,2,0,2,0,2,2,0
Vừa ý,2,2,2,2,2,2,1
Sp chất lượng,2,2,2,2,2,2,1
Dịch vụ rất tốt,2,2,2,2,1,2,2
giao hàng nhanh,2,2,2,2,1,2,2
quá tốt,2,2,2,2,2,2,1
Tivi LG mẫu mã đẹp.xài bền lắm mọi người,1,2,2,2,2,2,2
Hài lòng nhân viê,2,2,2,2,1,2,2
sản phẩm ok,2,2,2,2,2,2,1
đẹp,1,2,2,2,2,2,2
Hình ảnh rõ nét,2,1,2,2,2,2,2
"âm thanh ổn ,bạn tvv nhiệt tình.nói cũng là rất hài lòng",2,2,1,2,1,2,2
Tuyệt vời,2,2,2,2,2,2,1
Cũng ổ,2,2,2,2,2,2,1
màn hình không được sáng cho lắm,2,0,2,2,2,2,2
TV Sony google TV kd55x80k rất tốt ạ dễ sử dụng,2,2,2,2,2,2,1
Mới mua đã lỗi ko kết nối bluetooth đc rồi . Gọi từ hôm thứ sáu,2,2,2,0,0,2,2
hẹn qua thứ bảy rồi thứ bảy hẹn qua tới thứ 2 trong khi cái tivi khác nữa giá tiền mà kết nối vô liền,2,2,2,2,0,2,2
ày mới mua đã bị lỗi,2,2,2,0,2,2,2
Xem rất ok,2,2,2,2,2,2,1
Mua về dùng mượt,2,2,2,0,2,2,2
hình ảnh rõ nét,2,1,2,2,2,2,2
hưng điều khiển bằng giọng nói rảnh tay không dùng được,2,2,2,2,2,2,2
Good,2,2,2,2,2,2,1
Mới dùng dk 10 ngày thấy dùng mượt mà trơn tru còn về sau thì pải dùng mới biết dk thêm,2,2,2,2,2,2,1
Tivi mình mới mua sao tính năng ok google khi được khi không,2,2,2,0,2,2,2
với tìm kiếm kênh tivi bằng giọng nói k được vậy ạ,2,2,2,0,2,2,2
Sao e mua có gói k+ mà về k thấy ạ,2,2,2,0,2,2,2
Tốt,2,2,2,2,2,2,1
Tivi sắc nét,2,2,2,2,2,2,1
âm thanh hay,2,2,1,2,2,2,2
Tại sao tivi không sử dụng được Netflix vậy ạ,2,2,2,0,2,2,2
Tốt,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Rất tốt,2,2,2,2,2,2,1
Good,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Ok nhân viên nhiệt tình.,2,2,2,2,1,2,1
Ok,2,2,2,2,2,2,1
Đã mua dùng ổn. Nhưng giờ không biết ấn kiểu gì điều khiển giọng nói không được. Mong hỗ trợ kỹ thuật,2,2,2,0,2,2,1
Tốt,2,2,2,2,2,2,1
Tại sao nhân viên không trao trả lại chân đế tivi cho chúng tôi,2,2,2,2,0,2,2
đề nghị trao trả lại chân đế tivi,2,2,2,2,0,2,2
Rất ok,2,2,2,2,2,2,1
Sản phẩm ok,2,2,2,2,2,2,1
lên hình đẹp,2,1,2,2,2,2,2
hân viên nhiệt tình.,2,2,2,2,1,2,2
ok,2,2,2,2,2,2,1
Hàng Sony thì khỏi chê,2,2,2,2,2,2,1
Ưng ý,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Sử dụng chưa dc 1 tháng thì ko còn nghe dc giọng nói,2,2,2,0,2,2,2
dc đổi tv mới thì chưa dc 2 tháng lại ko nghe dc giọng nói,2,2,2,0,2,2,2
đã vậy còn ko truyền dc youtube từ đt qua tv,2,2,2,0,2,2,2
Không nên mua mua 1 thời gian mất tiếng đt ên điện máy xanh điện máy xanh đẩy qua hãng còn hãng bảo hành như quần què ngta,2,2,2,2,0,2,0
3 ngày chưa xuống giải quyết,2,2,2,2,0,2,2
Bị này là sao vậy Shop ơi,2,2,2,2,2,2,2
Sài cũng tạm được,2,2,2,2,2,2,2
Tivi dùng được 1năm thì bị sọc màn hình,2,0,2,2,2,2,2
pp,2,2,2,2,2,2,2
Chất lượng hình ảnh tạm ổ,2,2,2,2,2,2,2
chất lượng âm thanh lúc nhỏ,2,2,0,2,2,2,1
lúc lớn. Mặc dù không điều chỉnh...,2,2,2,2,2,2,2
Máy mình mua sử dụng được 22 ngày lỗi không lên hình chỉ có tiếng được 1 phút là die ngưng hoạt động và không thể thao tác gì thêm màn hình đen thui và không có bất kì tín hiệu nào quá thất vọng về dòng này. Máy chết 1.5 ngày trong lúc chờ nv đmx xuống ktra thì mình mới mở thử xem nó thế nào thì nó lại tái sinh nhưng phải chờ load rất chậm tivi khi khởi động lại cũng đen thui và phải load một lúc rồi mới truy cập được.Có thể nó sẽ tiếp tục điều bất cứ lúc nào.Trải nghiệm quá kinh khủng. Lỗi này không thể chấp nhận. Dòng này nếu có đổi mới chắc cũng không ổn không bền. DMX mình đgia cao chất lượng dịch vụ chăm sóc khách hàng. Về chất lượng sản phẩm trong nhưng năm gần đây thì nên xem lại.,2,2,2,0,2,2,2
Ok,2,2,2,2,2,2,1
Mình mua sản phẩm dùng được 2 ngày thì thấy sản phẩm có một số lỗi nghiêm trọng như sau1. Bốn góc màn hình đều có khoảng hở tầm 35mm chứ không dính liền như các dòng khác. Hãng đã cho người xuống kiểm tra và xác nhận dòng này được thiết kế như vậy và không xử lý. Theo quan điểm người dùng thì điểm này khó chấp nhận được nếu vô tình rơi nước vào màn hình sẽ rất dễ lọt vào trong màn hình đẫn tới hỏng hóc các mạch điện tử bên trong. Nhà nào có con nhỏ hoặc để TV thấp không nên mua dòng này. Mình không chắc là các dòng khác có bị vấn đề này không.2. TV tắt đi mở lại thỉnh thoảng sẽ bị vấn đề không vào wifi được mà cần chờ một lúc mới vô được.3. Vô các app rất chậm đặc biệt khi chuyển sang chế độ người dùng khácCác bạn khi mua nên lưu ý điểm số 1 nhé. Khi mình đi xem TV để trên cao nên mình chỉ đánh giá được màu sắc và âm thanh ổn sơ sót phần kiểm tra phần màn hình vì mình tin tưởng hãng tuy nhiên kết quả đôi chút thất vọng.DMX hỗ trợ nhiệt tình khi có vấn đề.,0,0,2,2,2,2,2
OK.cảm nhận riêng tôi.,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Hàng rẻ nên chip xử lý tốc độ quá cùi. Màn hình đẹp,2,1,2,0,2,2,2
màu sắc rực rỡ nhưng phải vào cài đặt tinh chỉnh thêm. Loa nghe ổn. Do biết trước chip cùi nên cũng đã sắm Android Box xịn cắm vào TV xài cho mượt. Ngoài tính năng xem màn hình TV thì các tính năng android sẵn trên tv xài dỡ do chậm,2,1,1,0,2,2,2
đôi khi văng app ra do lag giật,2,2,2,0,2,2,2
Sp phản ứng chậm khi chuyển kênh,2,2,2,0,2,2,2
tăng giảm âm lượng Remote không nhạy,2,2,2,0,2,2,2
bấm quay vòng vòng 1 phút sau mới nhận. Đúng là hàng VN chất lượng Hồ Cẩm Đào,2,2,2,0,2,2,2
Giá rẻ. Loa hay. Màu sắc tốt.,2,1,1,2,2,1,2
Cơ bản ổn chưa thấy bị gì,2,2,2,2,2,2,2
Tivi mua bị lỗi,2,2,2,0,2,2,2
hưng không được sửa hay đổi mới,2,2,2,2,0,2,2
luôn luôn yêu cầu khách hàng thông cảm và chờ đợi. Mới mua 1 ngày đã bị lỗi KHÔNG KẾT NỐI ĐƯỢC TRUYỀN HÌNH CAP NHƯNG NHÂN VIÊN KỸ THUẬT CỦA HÃNG AQUA VẪN NÓI ĐÂY KHÔNG PHẢI LÀ LỖI. KHUYEN CÁO MỌI NGƯỜI TUYỆT ĐỐI KHÔNG NÊN MUA VỚI GIÁ TIỀN TRÊN 5 TRIỆU NÊN MUA TIVI CỦA NHỮNG THƯƠNG HIỆU ĐƯỢC CÔNG NHÂN,2,2,2,0,0,0,2
sử dụng OK hợp túi tiề,2,2,2,2,2,1,1
Xài được 2 tuầ,2,2,2,2,2,2,2
cảm nhận tốt trong tầm giá,2,2,2,2,2,1,1
hàng chất lượng với tầm giá phù hợp để ko gian nhỏ như phòng ngủ,1,2,2,2,2,1,1
hà trọ. chế độ góp linh hoạt dễ dàng sở hữu,2,2,2,2,2,1,2
Tivi lỗi nguồn gọi 2 lần chưa được xử lý thoả đáng. Mua cho người lớn rất khó sử dụng,2,2,2,0,0,2,2
Màn hình đẹp chức năng ok có cái mới mở lên loa bị rè chỉ xài bluetooth,2,1,0,1,2,2,2
"Dùng tốt,",2,2,2,2,2,2,1
Tạm ổ,2,2,2,2,2,2,1
khởi động chậm,2,2,2,0,2,2,2
Tivi sắc nét,2,1,2,2,2,2,2
âm thanh to rõ,2,2,1,2,2,2,2
mình luôn tin tưởng và mua các sản phẩm ở điện máy xanh,2,2,2,2,2,2,1
Xài ok,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Ok,2,2,2,2,2,2,1
Tốt ạ,2,2,2,2,2,2,1
Good,2,2,2,2,2,2,1
Tivi dùng tốt,2,2,2,2,2,2,1
hình ảnh nét,2,1,2,2,2,2,2
âm thanh trung thực,2,2,1,2,2,2,2
Tivi am thanh to,2,2,1,2,2,2,2
hình ảnh sắc nét,2,1,2,2,2,2,2
Rất tốt,2,2,2,2,2,2,1
Chức năng thì ok nhưng có điều bên bộ phận bảo hành,2,2,2,2,0,2,1
tôi mua tivi về đc 2 ngày thấy lỗi màn hình có điểm sáng,2,0,2,2,2,2,2
tôi đã liên hệ với bên ĐMX chờ 2 3 ngày có người xuống kiểm tra xong nói,2,2,2,2,2,2,2
ày phải đợi hãng Xiaomi xuống xác nhậ,2,2,2,2,2,2,2
hãng xuống kiểm tra xong rồi chưa cóa kết luận phải chờ đợi tiếp tới nay hơn 1 tuần rồi mà chưa giải quyết xong chi tôi,2,2,2,2,2,2,2
tôi mua ngày 16/03/2024,2,2,2,2,2,2,2
rồi trách nhiệm sẽ thuộc về ai Khi đùng đẩy kéo dài thời gian của khách hàng Rồi bên nào sẽ giải quyết đc cho tôi về cái tivi bị lỗi,2,2,2,2,0,2,2
Vùa mua 2 cái đợi giảm giá nhu cũ mua them 3 cái,2,2,2,2,2,2,2
Màu sắc đẹp. Có kết nói giọng nói. Và điều khiển trên đt cũng được. hợp túi tiền với những người lao động như mình,2,1,2,1,2,1,2
Mua chưa đc 1 tháng lỗi 2 lầ,2,2,2,0,2,2,2
lần 1lỗi vọng nói,2,2,2,0,2,2,2
lần 2 điều khiển remote không đc phải rút nguồn rồi cấm lại. Mua chưa đc 1 tháng lỗi đổi không đc rồi nói phải đạt điều kiện này nọ. Mua đồ về để đc trải nghiệm bảo hành kaka hàng dỏm,2,2,2,0,2,0,2
Đẹp gọn nhẹ phù hợp không gian nhỏ,1,2,2,2,2,2,2
Hiện tại thì tốt,2,2,2,2,2,2,1
còn sau thì theo dõi thêm,2,2,2,2,2,2,2
Hiện tại thì ổ,2,2,2,2,2,2,1
còn bền thì phải sd mới đánh giá được tiếp,2,2,2,2,2,2,2
rat tot,2,2,2,2,2,2,1
Đã dùng lần thứ n. Hàng chất lượng. Nhân viên phục vụ tốt.,2,2,2,2,1,2,1
TiVi của mk ko thể tải thoả thuận người dùng.giờ ko vào dc cái ji dù vẫn kết nối mạng bình thường.mong dc hổ trợ,2,2,2,0,2,2,2
Rất rất ok tôi hài lòng,2,2,2,2,2,2,1
Hiện tại thì tivi đang hoạt động rất tốt,2,2,2,2,2,2,1
Sản phẩm dùng rất tốt,2,2,2,2,2,2,1
ok,2,2,2,2,2,2,1
Sản phẩm tốt,2,2,2,2,2,2,1
Tốt,2,2,2,2,2,2,1
Ti vi hình ảnh rõ đẹp âm thanh nghe hay mn nên mua nhé,2,1,1,2,2,2,1
Mới dùng 3 tuần rất chi là ok,2,2,2,2,2,2,1
Tivi dùng tốt,2,2,2,2,2,2,1
Sai rất tốt và rất ưng ý,2,2,2,2,2,2,1
Cảm nhận ban đầu rất tuyệt vời nha,2,2,2,2,2,2,1
chờ xem độ bền theo thời gian thế nào.,2,2,2,2,2,2,2
Giao hàng nhanh tư vấn nhiệt tình,2,2,2,2,1,2,2
Giờ em không muốn xem tv qua internet nữaEm mua đầu thu với ăng ten về thì có xem được tv không ạ,2,2,2,2,2,2,2
Ko có chân căm dây âm thanh kết nối với âm ly ạ,2,2,2,2,2,2,2
Giờ mới để ý,2,2,2,2,2,2,2
sản phẩm nhận được viền màn hình dày hơn rất nhiều với ảnh quảng cáo.,2,1,2,2,2,2,2
Tôi rất ok về sản phẩm ti vi này,2,2,2,2,2,2,1
Màn hình tối 4 góc ...Dien May Xanh không hỗ trợ đổi....Hãng bảo tối là bình thường.Cam on DMX đã hỗ trợ xử lý đổi cho khach hang theo đề nghị trường hợp này,2,0,2,2,0,2,2
Tốt,2,2,2,2,2,2,1
"Sản phẩm tốt. Hình ảnh ,âm thanh tốt. Vào mạng nhanh",2,2,1,1,2,2,1
Chất lượng hình ảnh tốt . Vào mạng nhanh,2,2,1,1,2,2,2
OK em,2,2,2,2,2,2,1
Cho hỏi chút dòng này dùng đk chuột với bàn phím máy tính ko nhỉ,2,2,2,2,2,2,2
SONY OK RỒI DÒNG MỚI ĐIỂU KHIỂN KO CÒN SỐ BẤT TIỆN QUÁ,2,2,2,0,2,2,2
Sản phẩm tốt đã sử dụng hơn 5 tháng tôi cảm thấy rất hài lòng,2,2,2,2,2,2,1
Hình ảnh đẹp,2,1,2,2,2,2,2
trung thực và rỏ nét,2,1,2,2,2,2,2
Tivi khá mượt,2,2,2,1,2,2,2
hưng thỉnh thoảng bị lag,2,2,2,0,2,2,2
Điều khiển ( mót) cần tinh gọn hơn như dòng sámung,2,2,2,0,2,2,2
Youtube thường xuyên bị lỗi. 2 tháng gọi bảo hành 3 lầ,2,2,2,0,2,2,2
Ok,2,2,2,2,2,2,1
Giao hàng và chăm sóc khách hàng tốt,2,2,2,2,1,2,2
sp mới nhận chưa biết chất lượng sao,2,2,2,2,2,2,2
Sản phẩm rất OK hi vọng chế độ bảo hành cũng OK thi khách hàng rất vui,2,2,2,2,2,2,1
Tuyệt zời,2,2,2,2,2,2,1
Nhân viên đến giao và lắp đặt TV tận tình,2,2,2,2,1,2,2
chu đáo!,2,2,2,2,1,2,2
Tôi thích sản phẩm này,2,2,2,2,2,2,1
Hình ảnh nét đẹp Âm thanh hay,2,1,1,2,2,2,1
Cho hỏi sao cái đèn này nó luôn luôn sáng vậy,2,2,2,2,2,2,2
Màu đẹp âm thanh rô,2,2,1,2,2,2,2
hưng khuyến mãi tích điểm tải app không được bên điện máy xanh hỗ trợ tích điểm dùm,2,2,2,2,2,0,2
để tôi ghé mua thêm điện thoại liề,2,2,2,2,2,2,2
Mới đặt mua và lắp ráp lúc trưa nay ngày 28/1/2024. Nhân viên thiếu chuyên nghiệp,2,2,2,2,0,2,2
thái độ khi lắp ráp tivi,2,2,2,2,0,2,2
đặc biệt thiếu tôn trọng người lớn tuổi,2,2,2,2,0,2,2
không nhiệt tình mà gấp gáp khi làm,2,2,2,2,0,2,2
khó chịu với người lớn tuổi Tôi đã gửi góp ý,2,2,2,2,0,2,2
khiếu nại trên app Quà tặng VIP,2,2,2,2,0,2,2
giờ thì bình luận thêm ở đây để thấy rằng là tôi khó chịu thế nào,2,2,2,2,2,2,0
Tốt,2,2,2,2,2,2,1
Mới dùng dc 3 ngày,2,2,2,2,2,2,2
hình ảnh âm thanh chất lượng tốt,2,1,1,2,2,2,2
đội ngũ nhân viên DMX tư vấn nhiệt tình,2,2,2,2,1,2,2
Tôi mới mua 1 cái hôm qua 26/9,2,2,2,2,2,2,2
"thay thế máy LG đã hỏng màn hình mua 2019,Cảm nhận ban đầu Ổn. Đội ngũ tư vấn bên Điện Máy Xanh tương đối nhiệt tình",2,2,2,2,2,2,2
giao tiếp thân thiện.,2,2,2,2,1,2,2
Ok,2,2,2,2,2,2,1
Hài lòng về sản phẩm ạ,2,2,2,2,2,2,1
Màn hình rõ chất lượng,2,1,2,2,2,2,2
Xài OK màn hình đẹp,2,1,2,2,2,2,2
Tốt,2,2,2,2,2,2,1
Sản phẩm tốt,2,2,2,2,2,2,1
Rất Tốt,2,2,2,2,2,2,1
Hàng chất lượng,2,2,2,2,2,2,1
Màn hình ti vi trong.rõ nét.mua được giá rẻ nên rất thích,2,1,2,2,2,1,1
Dung thay o,2,2,2,2,2,2,1
Tốt với giá tiề,2,2,2,2,2,1,2
Ok,2,2,2,2,2,2,1
Tv dùng ổ,2,2,2,2,2,2,1
màn hình,2,2,2,2,2,2,2
âm thanh ok,2,2,1,2,2,2,2
chưa thấy phát sinh lỗi gì,2,2,2,2,2,2,1
Tư vấn tận tình chu đáo,2,2,2,2,1,2,2
Ok nhé,2,2,2,2,2,2,1
Dễ sử dụng,2,2,2,1,2,2,2
hình ảnh đẹp,2,1,2,2,2,2,2
ét,2,2,2,2,2,2,2
Ok,2,2,2,2,2,2,1
Rất tốt,2,2,2,2,2,2,1
Sản phẩm tốt hình ảnh sống động,2,1,2,2,2,2,2
Dùng ok mới hơn 10 ngày chưa biết về sâu ra nữa nv nhiệt tình,2,2,2,2,2,2,1
Cần hỗ trợ cách sử dụng jack 3.5 và loa cùng lúc mà k cần cài đặt thiết bị. Cảm ơ,2,2,2,2,2,2,2
Không đòi hỏi gì quá nhiều,2,2,2,2,2,2,2
đáp ứng đủ nhu cầu,2,2,2,2,2,2,1
Sau 1 thời gian sử dụng thỉnh thoảng phải khởi động lại do treo đơ,2,2,2,0,2,2,2
hôm nay thì tivi không dùng được tìm kiếm bằng giọng nói,2,2,2,0,2,2,2
Tivi tốt nhất trong phân khúc,2,2,2,2,2,2,1
xiaomi là đồ công nghệ nhất là phần đt,2,2,2,2,2,2,2
tv thì khỏi bàn. Cùng 1 tầm giá không hãng nào qua nổi,2,2,2,2,2,1,1
Khởi động chậm mãi mới lên màn hình,2,2,2,0,2,2,2
"loại 4k này thì khỏi phải nói rồi các bác ạ.giá tầm này ổn,loa to",2,1,1,2,2,1,1
hình ảnh sắc nét.,2,1,2,2,2,2,2
Rất tốt,2,2,2,2,2,2,1
hình ảnh đẹp,2,1,2,2,2,2,2
giao nhanh,2,2,2,2,1,2,2
lắp nhiệt tình .,2,2,2,2,2,1,2
Giao hàng nhanh,2,2,2,2,1,2,2
v kĩ thuật lắp ráp kĩ,2,2,2,2,1,2,2
"thân thiện,hướng dẫn sd trực tiếp từ nv kĩ thuật rất dễ hiểu để sử dụng",2,2,2,2,1,2,2
Thương hiệu mới nhưng dùng tốt,2,2,2,2,2,2,1
giá thành hợp lý,2,2,2,2,2,1,2
Ok,2,2,2,2,2,2,1
Bật tivi lên hơi chậm Vào ứng dụng thì tầm 2 3s mới vào được,2,2,2,1,2,2,2
tivi đẹp,1,2,2,2,2,2,2
dễ dùng,2,2,2,1,2,2,2
hình ảnh sắc nét,2,1,2,2,2,2,2
loa to,2,2,1,2,2,2,2
giá rẻ,,,,,,,
Bị đốm nhỏ ở màn hình mong điện máy xanh đổi mới,,,,,,,
Tivi có kết nối vs loa Bluetooth đc ko..,,,,,,,
Mới nhận hàng ngày hôm nay,,,,,,,
thấy tivi tốt trong tầm giá,,,,,,,
âm thanh lớ,,,,,,,
màu sắc đẹp. Còn bền hay không thì chưa biết.,,,,,,,
Của mk bị sọc màn hình,,,,,,,
Mở nguồn không lên,,,,,,,
phải rút dây ra cắm lại thì mới lên,,,,,,,
mà rút ra cắm lại thì khởi động rất lâu,,,,,,,
tình trạng lặp đi lặp lại nhiều lần,,,,,,,
đề nghị DMX liên hệ bảo hành,,,,,,,
Mới mua dc 3 ngày thấy ok màu sắc đẹp. Giá tiền mềm mà ok zậy,,,,,,,
Xuất âm thanh ra amply không thể tăng giảm theo ý muố,,,,,,,
ai mà hát karaoke từ youtube trên tivi ra amply thì loại ngay dòng tv này,,,,,,,
Tivi dùng rất OK,,,,,,,
có nhiều chức năng dễ sử dụng,,,,,,,
giá tiền hợp lí,,,,,,,
Ti vi chạy tốt,,,,,,,
Màu sắc đẹp.hệ điều hành còn chậm .Sài ok ổn trong tầm giá,,,,,,,
Ti vi đẹp,,,,,,,
giá hợp lý,,,,,,,
phục vụ nhiệt tình,,,,,,,
Rất hài lòng,,,,,,,
Hình ảnh đẹp,,,,,,,
âm thanh hay,,,,,,,
Tốt,,,,,,,
Sp rất tốt,,,,,,,
Sản phẩm ok,,,,,,,
Âm thanh hay . Màn hình sắc nét . Màu đẹp,,,,,,,
Tạm ổ,,,,,,,
hình ảnh sắc nét,,,,,,,
dễ sử dụng,,,,,,,
hiều tính năng còn độ bền thì phải sài 1 thời gian mới biết,,,,,,,
Rất Tốt,,,,,,,
Sản phẩm ổn nhưng mà lúc bị mất điện khi mở lên phải cài đặt lại thời gian ngày giờ mới sử dụng được các ứng dụng khác nên hơi mất thời gia,,,,,,,
Mới mua 2 ngày giảm 500 vzi,,,,,,,
ĐMX tự đổi giới tính khách hàng mà coi là VIP thì quan tâm gì vậy,,,,,,,
Tốt,,,,,,,
Rất tốt,,,,,,,
Nv giao vs lắp rất nhiệt tình.,,,,,,,
Tivi hoi chap,,,,,,,
Rất OK,,,,,,,
Ok.. Trong tầm giá,,,,,,,
Mới mua được nữa tháng cảm nhận rất tốt,,,,,,,
màu đẹp,,,,,,,
âm thanh ok,,,,,,,
giá cả hợp lý,,,,,,,
Em mới mua tivi này ở điện máy xanh tiền hải hôm 8/12 đến hôm nay tự nhiên tivi đang xem thì bị ngắt và không vào điện nữa cho em hỏi nguyên nhân do đâu ạ Và em muốn liên hệ bộ phận chăm sóc khách hàng ạ,,,,,,,
Mới mua hôm qua thấy rất ổn so với giá.Thái độ nhân viên giao hàng thì rất tệ DVTanTam,,,,,,,
Giọng nói rất nhạy mượt hơn nhìu tv nổi tiếng như samsung hay TCL mà tôi xài,,,,,,,
"Rất ưng ý,hi vọng bền vài năm.",,,,,,,
Chất lượng tốt,,,,,,,
Mình mới mua hôm qua 8490k nay giảm còn 7990k. Xu 1 ngày mất 500k,,,,,,,
Tốt,,,,,,,
ên mua,,,,,,,
Ok,,,,,,,
Ok nha giá cả hợp lý độ bền chưa biết cần 1 thời gia,,,,,,,
Phù hợp túi tiề,,,,,,,
Chất lượng rất tốt,,,,,,,
Rất ok em ạ,,,,,,,
Tv dùng mượt và đẹp Hiện tại vẫn chưa có lỗi gì,,,,,,,
Tốt ạ,,,,,,,
Sản phẩm tốt so với giá tiề,,,,,,,
Làm thế nào để chiếu điện thoại lên tivi vậy,,,,,,,
Tivi xem nét,,,,,,,
hiều ứng dụng nha mọi người. Nên đầu tư mua nhé,,,,,,,
Mới mua đmx đc 1 tuần.vào shopee có hơn 7 củ là sao vậy.mình mua 10 củ,,,,,,,
Mọi thứ điều tốt,,,,,,,
Xem mô tả sản phẩm và thông số kĩ thuật quảng cáo về tivi Toshiba 55E330MP tôi tưởng là đúng như vậy nên tôi mua. Nhưng khi đem tivi về thì chân đế ko phải bằng kim loại ma được làm bằng nhựa. Khi để tivi lên bàn thì ko được chắc chắ,,,,,,,
chỉ cần chạm nhẹ vào là tivi rung lắc,,,,,,,
lung lay. Nhà sản xuất nghĩ sao mà tivi 55 inch,,,,,,,
"mà chân đế lại làm toàn bằng chất liệu nhựa thì làm sao gánh nổi trọng lượng tivi 11,3kg Mô tả sản phẩm và thông số kĩ thuật ko đúng với thực tế làm tôi bị hụt hẫng. Một điều nữa là tìm giọng nói bằng tiếng Việt lúc được lúc ko và thiếu chính xác. Mỗi lần chuyển từ kênh này sang kênh khác thì cứ hiện dòng chữ không có chương trình phải chờ ít nhất từ 5 đến 10 giây thì mới nhận ra kênh mới. Cảm thấy hơi bất ổn khi sử dụng tivi này.",,,,,,,
Đã sử dụng hình ảnh âm thanh tốt tuy nhiên hệ điều hành vidaa V6 bị hạn chế nhiều ứng dụng điển hình với gói TV360 của nhà mạng Viettel,,,,,,,
ên ai đã sử dụng mạng internet Viettel thì căn nhắc lựa chọn.,,,,,,,
Cho em hỏi tivi này sử.dụng dk chuột không dây ko,,,,,,,
Sài tốt,,,,,,,
tốt,,,,,,,
Ok,,,,,,,
"Tivi sài tốt,giá hợp lý.",,,,,,,
Tivi xem đất net hình ảnh đẹp,,,,,,,
Hơi tiếcvừa mua tại cửa hàng điện máy xanh cầu kè trà vinh giá 9990000 ngàn. Lên mạng xem giá chỉ 8490000 trên app ĐMX vân còn 44/50 xuất,,,,,,,
Ok ạ,,,,,,,
Hình ảnh đẹp,,,,,,,
sắc nét. Giá tốt,,,,,,,
Màu và tính năng ok độ bền thì phải chờ thời gian nữa mới biết. nhân viên nhiệt tình dễ thương lắm.,,,,,,,
Ok,,,,,,,
Ok,,,,,,,
Tốt,,,,,,,
Hình ảnh nét,,,,,,,
chức nămg giọng nói nhạy. Lắp đặt nhanh,,,,,,,
hân viên lắp đặt tận tình,,,,,,,
hướng dẫn cẩn thận.,,,,,,,
Dịch vụ lắp đặt nhanh tốt chất lượng sản phẩm hình ảnh đẹp,,,,,,,
Ok,,,,,,,
Tivi bị lỗi này là sao ạ,,,,,,,
Xem net,,,,,,,
âm thanh tốt,,,,,,,
truyền hình thì mờ nhưng chắc là tình trạng chung smartphone,,,,,,,
tốt,,,,,,,
Rất tốt,,,,,,,
Rất tốt,,,,,,,
Tuyệt vời mong hãng ra mắt nhiều hơn nữa,,,,,,,
Chất lượng tốt phục vụ tận tình chu đáo,,,,,,,
Cảm ơn giao hàng rất nhanh,,,,,,,
Không xem đc netflix chỉ báo thiết bị k khả dụng,,,,,,,
Tivi đẹpxem rõ nét phù hợp với giá tiềncòn 3 gói ứng dụng miễn phí đi kèm là tự nhiên k phải gói Vipchúng ta có thể cài được.,,,,,,,
Nhờ hổ trợ mà không trả lời trong khi đã mua 2 sản phẩm.,,,,,,,
Máy sony ok,,,,,,,
TV ổn nhưng gói VIP không được kích hoạt,,,,,,,
Mới thời gian ngắ,,,,,,,
ên chưa đánh giá được.,,,,,,,
Cảm nhận ban đầu ti vi to,,,,,,,
hình ảnh chân thật,,,,,,,
âm thanh nghe rất hay.,,,,,,,
Tivi rất OK . Đã được nhân viên bộ phận chăm sóc khách hàng hỗ trợ nhiệt tình,,,,,,,
Tivi Sài rất tốt,,,,,,,
Ok,,,,,,,
Tuyệt,,,,,,,
Ok,,,,,,,
Tốt,,,,,,,
Tốt,,,,,,,
Cũng ổ,,,,,,,
Tốt,,,,,,,
Mua hàng mới mà làm ăn sống nhăng,,,,,,,
Good,,,,,,,
"Màu rõ ,sắc nét",,,,,,,
Mới dùng được thời gian ngắn nhưng thấy rất ổnMàu đẹp và sắc nét,,,,,,,
Tivi xem rõ nét,,,,,,,
Âm thanh to ấm hay,,,,,,,
hình ảnh sắc nét đẹp,,,,,,,
khung sườn kim loại rất tốt nên máy k bị nóng nhiều so với cùng loại thương hiệu khác. Hiện tại rấy ok,,,,,,,
Hy vọng dùng bền.,,,,,,,
Tv lúc đầu xem ok nhưng 1 tuần nay tv có hiện tượng mở tv ra là màn hình nháy liên tục,,,,,,,
Ti vi thì tốt nhưng cách bán hàng phải xem lại,,,,,,,
đăng 1 ngày 1 giá vừa mua xong thì lại giảm giá là khách hàng mất niềm ti,,,,,,,
có vài tiếng mà mất bao nhiêu tiề,,,,,,,
dùng bình thường ok,,,,,,,
Dùng được,,,,,,,
Sản phẩm tốt,,,,,,,
chất lượng,,,,,,,
sản phẩm đẹp,,,,,,,
màn hình sắc nét,,,,,,,
